1,Action;Strategy;MOBA,Dota 2,963810,1295114
2,Shooter;Action;Multiplayer,Counter-Strike 2,369561,1862531
3,Action;Hero Shooter;Multiplayer,Team Fortress 2,104799,253997
4,Strategy;Turn-Based Strategy;Sci-fi,Sid Meier's Civilization: Beyond Earth,86854,86892
5,Strategy;Turn-Based Strategy;Turn-Based,Sid Meier's Civilization V,81355,91363
7,Simulation;Sports;Management,Football Manager 2014,79105,79105
8,RPG;Open World;Adventure,The Elder Scrolls V: Skyrim,78571,287411
9,Simulation;Sports;Management,Football Manager 2015,76162,82071
10,Action;RPG;Co-op,PAYDAY 2,72358,247709
11,Action;Sniper;Stealth,Sniper Elite V2,70456,70456
12,Action;Action Roguelike;Rogue-like,The Binding of Isaac: Rebirth,69747,70701
13,Casual;Indie;Simulation,Garry's Mod,68473,73863
14,Action;RPG;Looter Shooter,Borderlands: The Pre-Sequel,68238,68238
15,Action;RPG;Loot,Borderlands 2,67771,124678
16,Action;Adventure;Casual,Unturned,63462,112703
17,Action;Zombies;Co-op,Left 4 Dead 2,61325,162399
18,Action;Adventure;Indie,Rust,59118,262284
19,Shooter;Action;Co-op,PAYDAY: The Heist,50316,50316
20,Action;Simulation;Strategy,Arma 3,48724,56679
22,Action;Adventure;Open World,Watch_Dogs,47887,47887
23,Shooter;Action;Multiplayer,Counter-Strike,44712,319586
24,Documentary;eSports;Action RTS,Free to Play,44692,53002
25,Action;Adventure;Massively Multiplayer,DayZ,43067,78937
26,Action;Adventure;Open World,Saints Row IV,42270,42270
27,Action;Adventure;Casual,Starbound,38410,88709
28,Strategy;Historical;Turn-Based Strategy,Total War: ROME II - Emperor Edition,37680,118240
29,Shooter;Action;Multiplayer,Counter-Strike: Source,35887,100056
30,Action;RPG;Action RPG,Warframe,35145,189837
31,Shooter;Action;Multiplayer,Call of Duty: Advanced Warfare - Multiplayer,35017,35017
33,Action;RPG;Medieval,Mount & Blade: Warband,33054,33054
34,Action;Adventure;Indie,Terraria,32249,489886
35,Casual;Indie;Simulation,Loadout,29424,29424
36,Action;Indie;Massively Multiplayer,Robocraft,26725,26725
37,Action;Massively Multiplayer;Simulation,War Thunder,26228,121318
38,Action;Adventure;Indie,Path of Exile,24646,229337
39,Indie;Simulation;Strategy,Banished,24636,24636
40,Action;Indie;Simulation,Space Engineers,23888,23888
41,Action;Adventure;Indie,Torchlight II,23561,54821
43,Indie;Simulation;Driving,Euro Truck Simulator 2,22489,69754
44,Adventure;RPG;Strategy,Divinity: Original Sin (Classic),22040,22040
46,Strategy;Turn-Based Strategy;Tactical,XCOM: Enemy Unknown,21247,70568
47,Shooter;Action;Dog,Call of Duty: Ghosts - Multiplayer,20734,37268
49,Indie;Simulation;Strategy,FTL: Faster Than Light,19301,19301
50,Action;Simulation;Strategy,Arma 2: Operation Arrowhead,19162,19175
51,Adventure;Indie;RPG,Wasteland 2,18856,18856
52,Simulation;Farming Sim;Multiplayer,Farming Simulator 15,18711,18711
53,Adventure;Zombies;Story Rich,The Walking Dead: Season Two,18627,18627
54,Action;Adventure;Stealth,Thief,18352,18352
55,Action;Adventure;Indie,Don't Starve Together,17972,115925
56,Simulation;Sports;Management,Football Manager 2013,17213,87719
57,Action;Adventure;Open World,Far Cry 4,16946,16963
58,Adventure;Indie;Simulation,Don't Starve,16796,16796
59,Action;Adventure;Stealth,Dishonored,16737,19938
60,Simulation;Strategy;Grand Strategy,Europa Universalis IV,16664,48165
63,Strategy;World War II;RTS,Company of Heroes 2,16117,164688
64,Action;Adventure;Casual,Castle Crashers,16013,16013
65,Action;Adventure;Casual,BattleBlock Theater,14781,14781
66,Action;Adventure;Casual,The Wolf Among Us,14321,14321
67,Strategy;Card Game;Trading Card Game,Magic 2015,14071,14071
68,Action;RPG;Open World,Fallout: New Vegas,13878,51038
69,Shooter;Action;Massively Multiplayer,Warface: Clutch,13867,13867
70,Strategy;RTS;Medieval,Age of Empires II (2013),13658,27927
71,Action;Indie;Strategy,Sanctum 2,13621,13621
72,RPG;Simulation;Strategy,Tropico 5,13447,13483
73,Action;Indie;Medieval,Chivalry: Medieval Warfare,13445,25145
75,Shooter;Action;Zombies,Killing Floor,13129,24107
78,Action;Adventure;Indie,7 Days to Die,12710,125419
79,Shooter;Action;Multiplayer,Call of Duty: Advanced Warfare,12675,12675
80,Shooter;Action;Multiplayer,Call of Duty: Black Ops II - Multiplayer,12338,71228
81,Action;Massively Multiplayer;Racing,The Crew,12236,12236
82,Action;Great Soundtrack;Hack and Slash,METAL GEAR RISING: REVENGEANCE,12205,12205
83,Shooter;Action;Alternate History,Wolfenstein: The New Order,11986,11986
84,Action;Indie;Massively Multiplayer,Heroes & Generals,11698,21026
85,Indie;Simulation;Strategy,Prison Architect,11662,16211
86,Action;Adventure;Massively Multiplayer,Neverwinter,11632,14866
87,Action;Zombies;Open World,Dead Rising 3,11411,11418
88,Action;Massively Multiplayer;RPG,Defiance,11263,12690
89,Shooter;Action;Story Rich,BioShock Infinite,11220,65332
90,RPG;Strategy;Turn-Based Strategy,Age of Wonders III,11104,19469
91,Simulation;Strategy;Mythology,Age of Mythology: Extended Edition,11074,11074
92,Action;Adventure;Indie,Nether,10930,10930
93,Action;Indie;Multiplayer,Ace of Spades,10719,16309
94,RPG;Simulation;Strategy,Crusader Kings II,10706,141439
95,RPG;Fantasy;Mature,The Witcher 2: Assassins of Kings Enhanced Edition,10675,12884
96,Action;Adventure;Pirates,Assassin's Creed IV Black Flag,10649,16049
97,Action;Indie;Strategy,Insurgency,10637,121575
98,Shooter;Action;Massively Multiplayer,PlanetSide 2,10606,29676
99,Action;Indie;Multiplayer,GunZ 2: The Second Duel,10441,10441
100,Action;Adventure;Platformer,Portal 2,10399,98460
102,Strategy;Card Game;Trading Card Game,Magic 2014,10207,14104
103,Indie;Simulation;Space,Kerbal Space Program,10126,19149
104,Casual;Indie;Simulation,Goat Simulator,10101,10108
106,Action;Casual;Indie,Counter-Strike Nexon,10007,10007
107,Action;RPG;Simulation,State of Decay,9839,10079
108,Action;Adventure;Female Protagonist,Tomb Raider,9696,89538
109,Racing;Sports;Driving,GRID 2,9369,27339
110,Shooter;Action;Post-apocalyptic,Metro 2033,9316,14743
111,Strategy;City Builder;Simulation,Anno 2070,9290,11217
112,Strategy;Historical;Turn-Based Strategy,Total War: SHOGUN 2,9011,54115
113,RPG;Strategy;Turn-Based Strategy,Might & Magic: Heroes VI,8827,9047
116,Action;Horror;Survival Horror,Alien: Isolation,8493,10870
117,Action;Adventure;Indie,The Forest,8482,109397
118,Action;Adventure,HAWKEN,8423,8423
120,RPG;Fantasy;Story Rich,Dragon Age: Origins - Ultimate Edition,8363,8364
121,Massively Multiplayer;RPG;MMORPG,FINAL FANTASY XIII,8320,8320
123,Action;Adventure;Indie,The Binding of Isaac,8056,12575
125,Action;Adventure;RPG,Lords Of The Fallen,8024,8024
126,RPG;Open World;Gothic,Risen 3 - Titan Lords,8011,8011
127,RPG;Turn-Based;Fantasy,Might & Magic X - Legacy,7975,7975
128,Action;Adventure;Indie,ORION: Prelude,7944,7944
129,Strategy;Historical;Military,Total War: EMPIRE - Definitive Edition,7919,27559
130,Action;Indie;RPG,Life is Feudal: Your Own,7887,7896
131,Simulation;Strategy;City Builder,Tropico 4,7772,10892
132,Casual;Indie;Simulation,Game Dev Tycoon,7761,7761
133,Adventure;Indie;Simulation,This War of Mine,7643,9503
134,Action;Adventure;Indie,Contagion,7571,7624
135,Action;Adventure;LEGO,Marvel Heroes Omega,7509,12518
136,Action;Adventure;Open World,Grand Theft Auto IV: The Complete Edition,7466,11696
137,Massively Multiplayer;RPG;MMORPG,FINAL FANTASY XIV Online,7439,95150
138,Action;Indie;Strategy,Awesomenauts,7389,12156
140,Action;Indie;Massively Multiplayer,Infestation: The New Beginning,7201,15373
141,Action;Massively Multiplayer;Simulation,Red Orchestra 2: Heroes of Stalingrad - Single Player,7132,7132
142,Shooter;Action;Multiplayer,Call of Duty: Modern Warfare 2 (2009) - Multiplayer,7117,112874
143,Shooter;Action;Multiplayer,BLOCKADE 3D,6878,6968
145,Action;Adventure;Anime,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,6831,6831
146,Action;RPG;Fantasy,The Witcher: Enhanced Edition,6805,12685
147,Action;Indie;RPG,Transistor,6727,6727
148,Action;Adventure;Massively Multiplayer,ArcheAge,6509,6509
149,Simulation;Sports;Management,Football Manager 2012,6442,77630
