1,Action;Strategy;MOBA,Dota 2,215557,1295114
2,Shooter;Loot;Action,Borderlands 2,124678,124678
3,Open World;RPG;Fantasy,The Elder Scrolls V: Skyrim,122366,287411
4,Hero Shooter;Multiplayer;FPS,Team Fortress 2,120436,253997
6,Simulation;Sports;Management,Football Manager 2013,80814,87719
7,Action;FPS;Multiplayer,Counter-Strike,80089,319586
8,Simulation;Sports;Management,Football Manager 2012,77630,77630
9,Turn-Based Strategy;Tactical;Strategy,XCOM: Enemy Unknown,70568,70568
10,Shooter;FPS;Action,Counter-Strike: Source,67235,100056
11,Multiplayer;Action;FPS,Call of Duty: Black Ops II - Multiplayer,64015,71228
12,RPG;Action RPG;Hack and Slash,Torchlight II,54821,54821
13,Turn-Based Strategy;Strategy;Turn-Based,Sid Meier's Civilization V,54124,91363
14,Action;FPS;Multiplayer,Counter-Strike 2,52596,1862531
15,Zombies;Co-op;FPS,Left 4 Dead 2,48656,162399
16,Open World Survival Craft;Sandbox;Survival,Terraria,30985,489886
17,Shooter;FPS;MMO,PlanetSide 2,29676,29676
18,Stealth;Action;Assassin,Hitman: Absolution,26137,26137
19,Open World;Action;Comedy,Saints Row: The Third,24622,34371
20,Strategy;Historical;Turn-Based Strategy,Total War: SHOGUN 2,24596,54115
22,Platformer;Puzzle;FPS,Portal 2,22219,98460
23,Sandbox;Moddable;Multiplayer,Garry's Mod,22194,73863
24,Multiplayer;Online Co-Op;Tower Defense,Dungeon Defenders,20348,21862
25,Stealth;FPS;Assassin,Dishonored,19938,19938
27,Multiplayer;Action;FPS,Call of Duty: Black Ops II,18277,18277
28,Rogue-like;Space;Strategy,FTL: Faster Than Light,17652,19301
31,Action;FPS;Multiplayer,Call of Duty: Modern Warfare 2 (2009) - Multiplayer,15946,112874
33,FPS;Action;Co-op,PAYDAY: The Heist,14512,50316
34,Open World;RPG;Post-apocalyptic,Fallout: New Vegas,13186,51038
35,FPS;Action;Sci-fi,Half-Life 2,12953,64085
38,Medieval;RPG;Open World,Mount & Blade: Warband,11127,33054
39,FPS;Zombies;Co-op,Killing Floor,10868,24107
41,Strategy;Historical;Military,Total War: EMPIRE - Definitive Edition,10690,27559
43,Action Roguelike;Rogue-like;Indie,The Binding of Isaac,10540,12575
46,Post-apocalyptic;FPS;Atmospheric,Metro 2033,9869,14743
47,Multiplayer;Action;FPS,Call of Duty: Black Ops II - Zombies,9695,9695
48,Action;Third-Person Shooter;Bullet Time,Max Payne 3,9594,9594
49,Strategy;RTS;Medieval,Age of Empires Online,9493,9493
50,Character Customization;Cinematic;Story Rich,Warhammer 40000: Dawn of War II - Retribution,9197,15143
52,Cyberpunk;Stealth;RPG,Deus Ex: Human Revolution,8901,56010
53,Action;Hack and Slash;Adventure,Darksiders II,8746,8746
55,Medieval;Multiplayer;Action,Chivalry: Medieval Warfare,8596,25145
56,City Builder;Simulation;Strategy,Tropico 4,8334,10892
57,Shooter;Loot;Action,Borderlands 2 RU,8332,8332
58,Action;FPS;Zombies,Call of Duty: Black Ops - Multiplayer,8279,118593
59,MOBA;Multiplayer;2D,Awesomenauts,7994,12156
60,Sci-fi;MMO;Space,Star Trek Online,7910,7910
61,Zombies;Open World;Co-op,Dead Island,7808,35906
64,Simulation;Military;Action,Arma 2: Operation Arrowhead,7762,19175
66,Adventure;Zombies;Story Rich,The Walking Dead,7637,12114
68,FPS;Multiplayer;Action,Tribes: Ascend,7444,7444
69,Tower Defense;FPS;Co-op,Sanctum,7380,7380
70,Open World;Action;Sandbox,Just Cause 2,7346,7547
72,Multiplayer;Strategy;FPS,Natural Selection 2,7135,9510
73,Gore;Open World;Action,Grand Theft Auto IV: The Complete Edition,6916,11696
74,Simulation;Sports;Management,Football Manager 2011,6851,34997
76,Zombies;Survival;Multiplayer,Infestation: The New Beginning,6836,15373
77,Strategy;Historical;Grand Strategy,Total War: NAPOLEON - Definitive Edition,6787,9935
79,Comedy;Co-op;Action,Magicka,6209,11727
83,Open World;Multiplayer;Action,APB Reloaded,5947,11813
86,RPG;Sci-fi;Story Rich,Mass Effect 2 (2010),5394,13320
89,Adventure;Strategy;Detective,L.A. Noire,5115,5115
