1,Action;Strategy;MOBA,Dota 2,1263992,1295114
2,Shooter;Action;Multiplayer,Counter-Strike 2,823694,1862531
3,RPG;Open World;Post-apocalyptic,Fallout 4,471955,472962
4,Action;Adventure;Open World,Grand Theft Auto V Legacy,364544,364548
5,Action;Adventure;Indie,Terraria,159171,489886
6,Action;Hero Shooter;Multiplayer,Team Fortress 2,94941,253997
7,RPG;Open World;Story Rich,The Witcher 3: Wild Hunt,92268,103329
8,Action;Adventure;Stealth,METAL GEAR SOLID V: THE PHANTOM PAIN,91074,91195
9,RPG;Open World;Adventure,The Elder Scrolls V: Skyrim,90869,287411
10,Action;Adventure;Indie,ARK: Survival Evolved,84801,248405
11,Simulation;Sports;Management,Football Manager 2015,82071,82071
12,Action;RPG;Co-op,PAYDAY 2,81105,247709
13,Casual;Indie;Simulation,Garry's Mod,73750,73863
14,Simulation;Sports;Management,Football Manager 2016,73185,82916
15,Action;Action Roguelike;Rogue-like,The Binding of Isaac: Rebirth,69903,70701
16,Strategy;Turn-Based Strategy;Turn-Based,Sid Meier's Civilization V,69206,91363
17,Adventure;Casual;Indie,Clicker Heroes,65880,65882
18,Action;Adventure;Multiplayer,Call of Duty: Black Ops III,62407,63681
19,Action;Adventure;Casual,Trove,58713,58949
20,Action;RPG;Action RPG,Warframe,58502,189837
21,Simulation;Strategy;City Builder,Cities: Skylines,57421,60386
22,Action;Simulation;Strategy,Arma 3,47869,56679
23,Action;RPG;Zombies,Dying Light,45876,45876
24,Action;Indie;Racing,Rocket League,44916,147632
25,RPG;Isometric;Fantasy,Pillars of Eternity,41906,41906
26,Action;Adventure;Indie,Just Survive,40335,40335
27,Action;Adventure;Open World,Saints Row IV,40200,42270
28,Action;Adventure;Casual,Starbound,40198,88709
29,Strategy;Historical;Turn-Based Strategy,Total War: ROME II - Emperor Edition,38710,118240
30,Action;Adventure;Indie,Rust,38232,262284
31,Strategy;Turn-Based Strategy;Sci-fi,Sid Meier's Civilization: Beyond Earth,37473,86892
32,Shooter;Action;Multiplayer,Counter-Strike,37107,319586
33,Action;Adventure;Casual,Unturned,36180,112703
34,Action;Massively Multiplayer;Simulation,War Thunder,35313,121318
35,Action;Adventure;Open World,Mad Max,33356,33356
36,Action;Adventure;Indie,Path of Exile,32297,229337
37,Action;Adventure;Multiplayer,Call of Duty: Black Ops III Beta,32020,32020
38,Indie;Simulation;Driving,Euro Truck Simulator 2,30421,69754
39,Action;RPG;Open World,Fallout: New Vegas,30309,51038
40,Action;Adventure;Massively Multiplayer,DayZ,29472,78937
41,Action;RPG;Medieval,Mount & Blade: Warband,28095,33054
43,Action;Multiplayer;Co-op,Evolve Stage 2,27403,51127
44,Strategy;Historical;War,Total War: ATTILA,26237,26346
45,Action;Adventure;Indie,TERA,25259,25260
46,Shooter;Action;Multiplayer,Counter-Strike: Source,24617,100056
47,Action;Indie;Online Co-Op,Warhammer: End Times - Vermintide,24594,24700
48,Simulation;Strategy;Grand Strategy,Europa Universalis IV,24394,48165
49,Action;Zombies;Multiplayer,Killing Floor 2,24113,69987
50,Action;Adventure;Open World,Just Cause 3,23376,23459
51,Action;Zombies;Co-op,Left 4 Dead 2,23199,162399
52,Casual;Indie;Clicker,AdVenture Capitalist,22997,22998
53,Action;Indie;Massively Multiplayer,Robocraft,22814,26725
54,Action;Anime;Fighting,DRAGON BALL XENOVERSE,22782,22850
55,Action;Indie;Simulation,Space Engineers,22500,23888
57,Action;RPG;Loot,Borderlands 2,21917,124678
58,Action;Adventure;Casual,SMITE,19957,31169
59,Strategy;Turn-Based Strategy;Tactical,XCOM: Enemy Unknown,19786,70568
60,Action;Adventure;Indie,Don't Starve Together,19612,115925
61,Indie;Simulation;Space,Kerbal Space Program,19148,19149
62,Strategy;RTS;Medieval,Age of Empires II (2013),19038,27927
63,Action;Indie;Great Soundtrack,Hotline Miami 2: Wrong Number,18882,18950
64,Action;Simulation;Strategy,Arma 2: Operation Arrowhead,18818,19175
65,Simulation;Sports;Management,Football Manager 2014,18782,79105
66,Action;Indie;RPG,Dungeon Defenders II,18744,18785
68,Action;Adventure;Massively Multiplayer,Elite Dangerous,18073,28923
70,Strategy;RTS;Base-Building,Homeworld Remastered Collection,17778,17790
71,Action;Casual;Indie,SpeedRunners,17072,17212
72,Strategy;World War II;RTS,Company of Heroes 2,16638,164688
73,Action;Adventure;Indie,7 Days to Die,16351,125419
74,Action;Zombies;Open World,Dead Island,16346,35906
75,Action;Open World;Comedy,Saints Row: The Third,16251,34371
76,Indie;Simulation;Strategy,Prison Architect,16185,16211
77,Action;Indie;Strategy,Insurgency,15775,121575
78,Shooter;Action;Multiplayer,Call of Duty: Advanced Warfare - Multiplayer,15445,35017
79,Strategy;Card Game;Trading Card Game,Magic Duels,14544,14586
80,Action;Adventure;Casual,Castle Crashers,14201,16013
81,Action;Fighting;Gore,Mortal Kombat X,13649,15743
82,Action;Indie;Medieval,Chivalry: Medieval Warfare,13532,25145
83,Action;Indie;Massively Multiplayer,Heroes & Generals,13443,21026
84,Action;Adventure;Simulation,Hurtworld,13291,13333
85,RPG;Fantasy;Mature,Reign Of Kings,13278,13278
88,Shooter;Action;Hero Shooter,Dirty Bomb,13112,13113
89,RPG;Fantasy;Mature,The Witcher 2: Assassins of Kings Enhanced Edition,12883,12884
90,RPG;Simulation;Strategy,Tropico 5,12689,13483
91,RPG;Simulation;Strategy,Crusader Kings II,12105,141439
92,Shooter;Action;Zombies,Killing Floor,12086,24107
94,Massively Multiplayer;RPG;MMORPG,FINAL FANTASY XIV Online,11945,95150
97,Action;Zombies;Co-op,Dead Island Riptide,11199,17960
98,Shooter;Action;Indie,Depth,10915,10916
99,Indie;RPG;Great Soundtrack,Undertale,10473,11071
100,Shooter;Action;Multiplayer,Call of Duty: Black Ops II - Multiplayer,10466,71228
101,Adventure;Indie;Simulation,Don't Starve,10431,16796
103,RPG;Open World;Post-apocalyptic,Fallout 3 - Game of the Year Edition,10400,11471
105,Action;Casual;Massively Multiplayer,FreeStyle 2: Street Basketball,10305,10356
106,Action;RPG;Looter Shooter,Borderlands: The Pre-Sequel,10302,68238
107,Action;Adventure;Open World,Far Cry 4,9738,16963
108,Action;Simulation;Strategy,Men of War: Assault Squad 2,9720,9750
109,Action;Casual;Indie,Counter-Strike Nexon,9651,10007
110,Action;Adventure;Female Protagonist,Tomb Raider,9645,89538
111,Strategy;Historical;Turn-Based Strategy,Total War: SHOGUN 2,9545,54115
113,Action;Adventure;RPG,How to Survive,9230,9231
114,Casual;Indie;Nudity,Sakura Clicker,9107,9127
115,Action;Adventure;Platformer,Portal 2,9099,98460
116,Strategy;Historical;Military,Total War: EMPIRE - Definitive Edition,8920,27559
117,Action;Adventure;LEGO,Marvel Heroes Omega,8758,12518
118,Simulation;Strategy;Singleplayer,Spacewar,8710,138416
119,Adventure;RPG;Strategy,Divinity: Original Sin (Classic),8686,22040
120,Action;Massively Multiplayer;Strategy,Block N Load,8559,8640
121,Action;RPG;Anime,Tales of Zestiria,8555,9696
122,Action;RPG;Fantasy,The Witcher: Enhanced Edition,8337,12685
123,Adventure;Comedy;Story Rich,Tales from the Borderlands,8234,8690
127,Simulation;Farming Sim;Multiplayer,Farming Simulator 15,7587,18711
128,Shooter;Action;Massively Multiplayer,PlanetSide 2,7519,29676
129,Action;Indie;Multiplayer,Brawlhalla,7518,34816
130,Simulation;Strategy;City Builder,Anno 2205,7445,7446
133,Indie;Simulation;Strategy,Banished,7340,24636
134,Action;Adventure;Massively Multiplayer,The Elder Scrolls Online,7262,49234
135,Adventure;Indie;RPG,Shadowrun: Hong Kong - Extended Edition,7218,7260
137,Action;Adventure;Indie,Torchlight II,7100,54821
138,Action;Casual;Indie,Time Clickers,6993,7003
139,Indie;Racing;Simulation,Assetto Corsa,6954,19796
141,Adventure;Indie;RPG,Wasteland 2,6913,18856
144,Massively Multiplayer;Simulation;Sports,Fishing Planet,6709,9926
145,Action;Adventure;Sniper,Sniper Elite 3,6704,10861
146,Indie;Simulation;Sandbox,Besiege,6638,11206
147,Shooter;Action;Multiplayer,BLOCKADE 3D,6596,6968
148,Adventure;Indie;RPG,Divinity: Original Sin Enhanced Edition,6555,7565
149,Sports;Strategy;Multiplayer,Blood Bowl 2,6510,6511
150,Action;Adventure;Magic,Magicka 2,6426,6426
152,Action;Indie;Racing,Race The Sun,6371,6455
153,Action;Adventure;Indie,GRAV,6335,6367
154,Action;Adventure;Massively Multiplayer,Neverwinter,6325,14866
156,Strategy;Aliens;Sci-fi,Galactic Civilizations III,6296,6297
158,Action;Adventure;Stealth,Dishonored,6261,19938
159,Action;Adventure;Casual,BattleBlock Theater,6178,14781
160,Action;Adventure;Indie,Grim Dawn,6129,61458
161,Adventure;Indie;Open World Survival Craft,Stranded Deep,6036,6036
162,Adventure;Indie;Simulation,This War of Mine,6028,9503
163,Indie;Simulation;Strategy,Planetbase,5979,6670
164,Shooter;Action;Massively Multiplayer,Warface: Clutch,5933,13867
167,Action;Open World;Comedy,Saints Row: Gat out of Hell,5811,5827
168,RPG;Strategy;Card Game,Card Hunter,5799,5800
170,Action;Adventure;Indie,Rebel Galaxy,5716,5717
171,Indie;Massively Multiplayer;Multiplayer,Transformice,5636,5636
173,Strategy;Medieval;Historical,Total War: MEDIEVAL II - Definitive Edition,5624,8453
174,Shooter;Action;Multiplayer,Call of Duty: Modern Warfare 2 (2009) - Multiplayer,5617,112874
176,Action;Open World;Destruction,Red Faction: Guerrilla Steam Edition,5570,5613
177,Action;Adventure;Indie,Amnesia: The Dark Descent,5566,5666
178,Action;Fighting;Arcade,Ultra Street Fighter IV,5546,5547
179,Shooter;Action;Alternate History,Wolfenstein: The New Order,5429,11986
180,Action;Strategy;World War II,Company of Heroes,5401,5906
181,RPG;Strategy;Turn-Based Strategy,Age of Wonders III,5358,19469
184,Casual;Simulation;Multiplayer,Mitos.is: The Game,5217,5299
185,Action;Great Soundtrack;Atmospheric,Ori and the Blind Forest,5209,13108
186,Action;Adventure;Massively Multiplayer,ArcheAge,5137,6509
187,Action;Adventure;Open World,Grand Theft Auto IV: The Complete Edition,5105,11696
188,Simulation;Sports;Management,Football Manager 2013,5048,87719
189,Action;Adventure;Indie,The Forest,4993,109397
190,RPG;Strategy;Turn-Based Strategy,Might & Magic Heroes VII,4992,4993
192,Action;Massively Multiplayer;Open World,APB Reloaded,4927,11813
194,Action;Adventure;Pirates,Assassin's Creed IV Black Flag,4884,16049
195,Shooter;Action;Story Rich,BioShock Infinite,4801,65332
197,Stealth;Action;Tactical,METAL GEAR SOLID V: GROUND ZEROES,4730,5810
198,Action;Adventure;Assassin,Assassin's Creed Syndicate,4728,4729
199,Action;Zombies;World War II,Call of Duty: World at War,4725,4825
202,Action;Open World;Crime,Mafia II (Classic),4617,29474
203,Action;Stealth;Assassin,Hitman: Absolution,4587,26137
204,Action;Indie;Dinosaurs,Dino D-Day,4585,4585
205,Casual;Indie;Simulation,Game Dev Tycoon,4549,7761
206,Action;Hack and Slash;Character Action Game,Devil May Cry 4 Special Edition,4499,4500
207,Strategy;City Builder;Simulation,Anno 2070,4442,11217
208,Action;Fighting;2D Fighter,Street Fighter V Beta,4434,4434
209,Action;Fighting;Gore,Mortal Kombat Komplete Edition,4430,5235
210,Shooter;Action;Multiplayer,Star Wars: Battlefront 2 (Classic 2005),4422,4789
211,Action;Adventure;Casual,Creativerse,4403,10929
212,Action;Indie;RPG,Interstellar Marines,4398,4426
213,Action;Adventure;Survival Horror,Resident Evil,4388,4388
214,Action;Massively Multiplayer;RPG,Survarium,4340,4382
215,Action;Massively Multiplayer;Racing,The Crew,4337,12236
216,Massively Multiplayer;RPG;Sci-fi,Star Trek Online,4333,7910
217,Violent;Action;Indie,Aftermath,4282,4302
218,Action;Adventure;Indie,Warhammer 40000: Dawn of War II - Anniversary Edition,4274,18862
219,Action;Adventure;Indie,The Binding of Isaac,4269,12575
220,Action;Anime;Hack and Slash,ONE PIECE PIRATE WARRIORS 3,4242,4274
221,Simulation;Strategy;Medieval,Grand Ages: Medieval,4224,4274
222,Simulation;Flight;Realistic,Microsoft Flight Simulator X: Steam Edition,4173,6051
