1,Action;FPS;Multiplayer,Counter-Strike,192924,319586
2,Action;FPS;Zombies,Call of Duty: Black Ops - Multiplayer,118593,118593
3,Action;FPS;Multiplayer,Call of Duty: Modern Warfare 2 (2009) - Multiplayer,112874,112874
4,Shooter;Action;FPS,Counter-Strike: Source,91679,100056
5,Strategy;Turn-Based Strategy;Turn-Based,Sid Meier's Civilization V,70096,91363
6,Action;FPS;Zombies,Call of Duty: Black Ops,63343,63343
7,Action;Co-op;Multiplayer,Alien Swarm,60467,60467
8,Action;RPG;Open World,Fallout: New Vegas,51038,51038
9,Action;Hero Shooter;Multiplayer,Team Fortress 2,44852,253997
10,Action;Zombies;Co-op,Left 4 Dead 2,32082,162399
11,Simulation;Sports;Management,Football Manager 2011,30984,34997
12,Action;Open World;Crime,Mafia II (Classic),29474,29474
13,Simulation;Sports;Management,Football Manager 2010,24343,24343
15,Action;Puzzle;Puzzle-Platformer,Portal,20672,20672
16,Action;FPS;Multiplayer,Call of Duty: Modern Warfare 2 (2009),17597,22614
17,Action;Open World;Crime,Mafia II - Demo,15864,15864
18,RPG;Sci-fi;Story Rich,Mass Effect 2 (2010),13320,13320
19,Strategy;Historical;Military,Total War: EMPIRE - Definitive Edition,12242,27559
20,Casual;Indie;Simulation,Garry's Mod,10650,73863
22,Strategy;Historical;Grand Strategy,Total War: NAPOLEON - Definitive Edition,9935,9935
24,Shooter;Action;FPS,Counter-Strike: Condition Zero,9060,32748
25,Action;Adventure;Indie,Warhammer 40000: Dawn of War II - Chaos Rising,8132,8132
26,Action;FPS;Zombies,Killing Floor,7905,24107
27,Strategy;2D;Turn-Based,Worms Reloaded,7814,7814
28,Strategy;Turn-Based Strategy;Turn-Based,Sid Meier's Civilization V - Demo,7624,7624
29,Action;Zombies;Co-op,Left 4 Dead,7618,30616
30,Card Battler;Deckbuilding;Card Game,Magic: The Gathering - Duels of the Planeswalkers,6650,6650
31,Action;FPS;World War II,Day of Defeat: Source,6566,7507
32,Action;RPG;Medieval,Mount & Blade: Warband,6459,33054
33,Action;Adventure;RPG,R.U.S.E. Demo,6420,6420
34,RPG;Action RPG;Hack and Slash,Torchlight,6217,6217
35,Action;Indie;Racing,Zero Gear Demo,6203,6203
36,Action;FPS;Sci-fi,Half-Life 2,5507,64085
37,Simulation;Sports;Management,Football Manager 2009,5505,24738
38,Action;Adventure;RPG,R.U.S.E,5018,5018
