1,Action;Adventure;Massively Multiplayer,PUBG: BATTLEGROUNDS,3257248,3257248
2,Action;Strategy;MOBA,Dota 2,850371,1295114
3,Shooter;Action;Multiplayer,Counter-Strike 2,749638,1862531
5,Adventure;Indie;Point & Click,Monster Hunter: World,334684,334684
6,Action;Adventure;Open World,For Honor,225831,225831
7,Adventure;Indie;Horror,Skillshot City,214143,214143
9,Adventure;Casual;Indie,Hyperdrive Massacre,181308,181308
11,Casual;Strategy;Auto Battler,Evolvation,172870,172870
12,Action;Strategy;Historical,Grand Theft Auto V Legacy,168575,364548
13,Adventure;Casual;Indie,DISTRAINT: Deluxe Edition,165266,165266
14,Shooter;Action;Great Soundtrack,The Tiny Bang Story,164840,164840
15,Shooter;Action;PvP,Company of Heroes 2,164688,164688
16,Action;Adventure;Casual,Orwell,154375,154375
17,Action;Adventure;Souls-like,Murderous Pursuits,149224,149224
18,Action;Adventure;Indie,Layers of Fear (2016),145384,145384
19,Action;Casual;Indie,Crusader Kings II,141439,141439
20,Action;RPG;Action RPG,Fortified,138627,138627
21,Action;Hero Shooter;Multiplayer,Warframe,132201,189837
22,Action;Co-op;Multiplayer,Hacknet,127640,127640
23,RPG;Open World;Story Rich,Path of Exile,123462,229337
24,Strategy;Turn-Based Strategy;Multiplayer,Team Fortress 2,122938,253997
25,Action;Adventure;Indie,Prismata,122553,122553
26,Action;Indie;Simulation,Insurgency,121575,121575
27,Action;Hack and Slash;Great Soundtrack,Eador. Masters of the Broken World,118780,118780
28,Action;Adventure;Indie,Guns of Icarus Online,107883,107883
29,Adventure;Indie;RPG,ARK: Survival Evolved,106478,248405
30,Action;RPG;Loot,Realm Royale Reforged,105440,105440
31,Action;Indie;Racing,No Man's Sky,97723,212613
32,Simulation;Sports;Football (Soccer),Kingdom Come: Deliverance,96069,96069
33,Action;Horror;Multiplayer,Far Cry 5,92445,92445
34,Simulation;Sports;Management,PAYDAY 2,92323,247709
35,Action;Zombies;Survival Horror,F1 2015,88029,88029
36,Shooter;Action;Indie,Sins of a Solar Empire: Rebellion,87049,93109
37,Action;Adventure;Indie,Rocket League,83207,147632
38,Massively Multiplayer;Survival;Multiplayer,The Red Solstice,82980,82980
39,Action;Adventure;Open World,Stories: The Path of Destinies,81664,81664
40,Action;Adventure;Indie,Sid Meier's Civilization VI,80213,162657
41,Casual;Indie;Simulation,Warhammer: Vermintide 2,73316,104323
43,Action;Indie;Medieval,Football Manager 2018,71575,71575
44,Action;Massively Multiplayer;Battle Royale,Football Manager 2019,71236,75982
45,Action;Adventure;Indie,Rust,71081,262284
46,Action;RPG;Co-op,Killing Floor 2,69987,69987
47,Action;Adventure;Massively Multiplayer,SCUM,68322,68322
48,Action;Adventure;Open World,Yet Another Zombie Defense,67959,67959
49,Casual;Indie;Simulation,Dead by Daylight,63715,120717
50,RPG;Strategy;4X,Ring of Elysium,63435,63435
51,Action;Adventure;RPG,Cortex Command,62839,62839
52,Action;Adventure;Casual,Assassin's Creed Odyssey,62069,62069
53,Simulation;Strategy;World War II,Stellaris,61613,68602
54,Action;Adventure;Action-Adventure,Artifact Classic,60646,60646
