1,Action;Adventure;Massively Multiplayer,PUBG: BATTLEGROUNDS,1091897,3257248
2,Action;Strategy;MOBA,Dota 2,1045353,1295114
3,Shooter;Action;Multiplayer,Counter-Strike 2,771640,1862531
4,Action;Indie;Horror,POSTAL,412063,412063
5,Adventure;Indie;Point & Click,Kathy Rain,348015,348015
6,Action;Adventure;Open World,Destiny 2,292513,316750
7,Adventure;Indie;Horror,KHOLAT,272019,272019
9,Adventure;Casual;Indie,Braveland,218169,218169
10,Action;Adventure;Open World,Grand Theft Auto V Legacy,204956,364548
11,Casual;Strategy;Auto Battler,Dota Underlords,202334,202334
12,Action;Strategy;Historical,Total War: THREE KINGDOMS,192298,192298
13,Adventure;Casual;Indie,A Story About My Uncle,190590,190590
14,Shooter;Action;Great Soundtrack,Halo: The Master Chief Collection,161024,161024
15,Shooter;Action;PvP,Tom Clancy's Rainbow Six,148620,201933
16,Action;Adventure;Casual,BROKE PROTOCOL,147854,147854
18,Action;Adventure;Indie,Path of Exile,118341,229337
19,Action;Casual;Indie,Skillshot City,116398,214143
20,Action;RPG;Action RPG,Warframe,115799,189837
21,Action;Hero Shooter;Multiplayer,Team Fortress 2,103481,253997
22,Action;Co-op;Multiplayer,Monster Hunter: World,98197,334684
23,RPG;Open World;Story Rich,The Witcher 3: Wild Hunt,94651,103329
24,Strategy;Turn-Based Strategy;Multiplayer,Sid Meier's Civilization VI,94100,162657
25,Action;Adventure;Indie,Rust,93615,262284
26,Action;Indie;Simulation,Sins of a Solar Empire: Rebellion,93109,93109
27,Action;Hack and Slash;Great Soundtrack,Devil May Cry 5,88894,88894
28,Action;Adventure;Indie,ARK: Survival Evolved,83581,248405
30,Action;RPG;Loot,Borderlands 2,81206,124678
31,Action;Indie;Racing,Rocket League,80374,147632
32,Simulation;Sports;Football (Soccer),Football Manager 2019,75982,75982
33,Action;Horror;Multiplayer,Dead by Daylight,75655,120717
34,Simulation;Sports;Management,Football Manager 2020,75170,189464
35,Action;Zombies;Survival Horror,Resident Evil 2,74227,74227
36,Shooter;Action;Indie,Risk of Rain 2,70194,75406
37,Action;Adventure;Indie,Don't Starve Together,68418,115925
38,Massively Multiplayer;Survival;Multiplayer,PUBG: Test Server,64711,320178
39,Action;Adventure;Open World,No Man's Sky,61707,212613
40,Action;Adventure;Indie,Grim Dawn,61458,61458
41,Casual;Indie;Simulation,TRAPPED,61109,61109
42,Action;Adventure;Massively Multiplayer,Black Desert,60395,60395
43,Action;Indie;Medieval,MORDHAU,60204,60204
44,Action;Massively Multiplayer;Battle Royale,Ring of Elysium,58618,63435
45,Action;Adventure;Indie,Terraria,58152,489886
46,Action;RPG;Co-op,PAYDAY 2,56582,247709
47,Action;Adventure;Massively Multiplayer,ATLAS,55341,58939
48,Action;Adventure;Open World,Red Dead Redemption 2,55271,99993
49,Casual;Indie;Simulation,Garry's Mod,53633,73863
51,Action;Adventure;RPG,Remnant: From the Ashes,48289,48289
52,Action;Adventure;Casual,Unturned,47577,112703
53,Simulation;Strategy;World War II,Hearts of Iron IV,46806,93196
56,Indie;Simulation;Driving,Euro Truck Simulator 2,46034,69754
57,Action;Strategy;Fantasy,Total War: WARHAMMER II,45139,84920
58,Simulation;Strategy;Grand Strategy,Imperator: Rome,41945,41945
59,Massively Multiplayer;RPG;MMORPG,FINAL FANTASY XIV Online,41200,95150
60,Strategy;Turn-Based Strategy;Turn-Based,Sid Meier's Civilization V,39972,91363
61,Casual;Simulation;Strategy,Planet Zoo,38630,38630
62,Indie;RPG;Simulation,Stardew Valley,38300,236614
