1,Action;Strategy;MOBA,Dota 2,1291328,1295114
2,Shooter;Action;Multiplayer,Counter-Strike 2,850485,1862531
3,Action;Adventure;Open World,No Man's Sky,212604,212613
4,Strategy;Turn-Based Strategy;Multiplayer,Sid Meier's Civilization VI,162475,162657
5,Strategy;Isometric;Turn-Based Combat,XCOM 2,132834,133022
7,Action;Adventure;Open World,Grand Theft Auto V Legacy,126819,364548
8,RPG;Open World;Post-apocalyptic,Fallout 4,119865,472962
9,Action;Adventure;RPG,Tom Clancy's The Division,113983,114228
10,Action;Strategy;Fantasy,Total War: WARHAMMER,113015,113019
11,Action;Indie;Racing,Rocket League,103129,147632
12,Strategy;Turn-Based Strategy;Turn-Based,Sid Meier's Civilization V,87959,91363
13,Action;Hero Shooter;Multiplayer,Team Fortress 2,83544,253997
14,Simulation;Sports;Management,Football Manager 2016,82663,82916
15,Action;Adventure;Indie,ARK: Survival Evolved,78239,248405
16,Casual;Indie;Simulation,Garry's Mod,69888,73863
17,RPG;Open World;Adventure,The Elder Scrolls V: Skyrim Special Edition,69776,69906
18,Action;RPG;Action RPG,Warframe,68738,189837
19,Simulation;Strategy;Space,Stellaris,68517,68602
20,Action;Adventure;RPG,Tom Clancy's The Division - Beta,66254,66254
21,Action;Adventure;Indie,Rust,64719,262284
22,Indie;RPG;Simulation,Stardew Valley,64427,236614
23,Action;Adventure;Casual,Starbound,62201,88709
24,Simulation;Sports;Football (Soccer),Football Manager 2017,62150,72824
25,Action;Adventure;Massively Multiplayer,Paladins,60743,60743
26,RPG;Open World;Adventure,The Elder Scrolls V: Skyrim,60629,287411
27,Action;Simulation;Strategy,Arma 3,56185,56679
28,Action;Adventure;Casual,Unturned,55434,112703
29,RPG;Open World;Story Rich,The Witcher 3: Wild Hunt,53645,103329
30,Massively Multiplayer;RPG;MMORPG,Tree of Savior (English Ver.),53340,53554
32,Action;Multiplayer;Co-op,Evolve Stage 2,51004,51127
33,Action;Adventure;Crime,Mafia III: Definitive Edition,47592,47822
34,Action;Adventure;Indie,Path of Exile,46851,229337
35,Action;Adventure;Female Protagonist,Rise of the Tomb Raider,44588,44588
36,Shooter;Action;Gore,DOOM,44269,44271
